dataset,query_id,query_original,query_variation,category,variation
antique/train/split200-valid,2630860,why is god male,why is ogd male,Misspelling,NeighbCharSwap
antique/train/split200-valid,2764765,how to study 17 18 hrs a day give me practical tips,how to study 17 18 hrs a day give me pratcical tips,Misspelling,NeighbCharSwap
antique/train/split200-valid,2961191,what is ogopogo,what is oogpogo,Misspelling,NeighbCharSwap
antique/train/split200-valid,3841762,what is the most important number and why,what is the most impotrant number and why,Misspelling,NeighbCharSwap
antique/train/split200-valid,1933929,why do dog go bathroom on the funiture,why do dog go bathromo on the funiture,Misspelling,NeighbCharSwap
antique/train/split200-valid,1440810,what is the difference between hotmail and hotmale,what is the difference between hotmail and homtale,Misspelling,NeighbCharSwap
antique/train/split200-valid,94629,why receptors are good drug target,why receptors are good durg target,Misspelling,NeighbCharSwap
antique/train/split200-valid,189364,how can i become a better ballet dancer,how can i ebcome a better ballet dancer,Misspelling,NeighbCharSwap
antique/train/split200-valid,2169746,how can i get rid of a boil on vaginal labia and underarm pits,how can i get rid of a boil on vaginal labai and underarm pits,Misspelling,NeighbCharSwap
antique/train/split200-valid,2147417,why doesn t glue stick to the inside of the bottle,why doesn t gleu stick to the inside of the bottle,Misspelling,NeighbCharSwap
antique/train/split200-valid,554539,why do you read,why do you reda,Misspelling,NeighbCharSwap
antique/train/split200-valid,332662,what is sosiology,what is sosioolgy,Misspelling,NeighbCharSwap
antique/train/split200-valid,3382182,is more difficult to train a male versus a female,is more difficult to train a amle versus a feamle,Misspelling,NeighbCharSwap
antique/train/split200-valid,242701,why does taco bell always make me nauseas,why does taco bell always mkae me nauseas,Misspelling,NeighbCharSwap
antique/train/split200-valid,2573803,how do you get rid of sweat stains on clothes,how do you get rdi of sweat stains on clothes,Misspelling,NeighbCharSwap
antique/train/split200-valid,2094435,what is involved in an artists portfolio,what is involved in an artitss portfolio,Misspelling,NeighbCharSwap
antique/train/split200-valid,2041828,what does the bible mean by calling pride a deadly sin,what does the bible mean by calling pride a deadyl sin,Misspelling,NeighbCharSwap
antique/train/split200-valid,1907847,what sounds like a clap,what sounds lkie a clap,Misspelling,NeighbCharSwap
antique/train/split200-valid,544869,why is it so easy to be bad,why is it so easy to be abd,Misspelling,NeighbCharSwap
antique/train/split200-valid,937635,why do they put braille on a drive through atm,why do they put braille on a drive through amt,Misspelling,NeighbCharSwap
antique/train/split200-valid,1512776,why can t i post to a finance message board,why can t i post to a finance msesage board,Misspelling,NeighbCharSwap
antique/train/split200-valid,1467322,why do i keep coming on here asking stupid questions that dont really matter pray tell,why do i keep coimng on here asking stupid questions that dont really matter pray tell,Misspelling,NeighbCharSwap
antique/train/split200-valid,1423289,why does my nextel turn off by itself,why does my nextle turn off by itself,Misspelling,NeighbCharSwap
antique/train/split200-valid,1211877,how does playing pool deal with science,how does playing polo deal with science,Misspelling,NeighbCharSwap
antique/train/split200-valid,404359,why is corruption high in the third world countries,why is corruption high in the third wordl countries,Misspelling,NeighbCharSwap
antique/train/split200-valid,4287367,how can ppl tell if they r bipolar,how can ppl tell if they r bipolar,Misspelling,NeighbCharSwap
antique/train/split200-valid,278043,how is splitting a laser beam dangerous,how is splitting a laser beam dangerous,Misspelling,NeighbCharSwap
antique/train/split200-valid,3635284,what is the procedure for getting a paternity test,what is the proceduer for getting a paternity test,Misspelling,NeighbCharSwap
antique/train/split200-valid,2421078,why is my chihuahua male so hateful,why is my chihuauha male so hateful,Misspelling,NeighbCharSwap
antique/train/split200-valid,684633,what s the best asian and why,what s the bset asian and why,Misspelling,NeighbCharSwap
antique/train/split200-valid,3814583,why do only republicans defend martha stewart,why do only republicans defend mratha stewart,Misspelling,NeighbCharSwap
antique/train/split200-valid,489705,what are some unwritten rules while using a urinal,what are some unwritten rules while usign a urinal,Misspelling,NeighbCharSwap
antique/train/split200-valid,1970273,why do hot molecules move faster than cold molecules,why do hot molecules move faster than clod molecules,Misspelling,NeighbCharSwap
antique/train/split200-valid,2175167,what is your definition of pornography,what is your deifnition of pornography,Misspelling,NeighbCharSwap
antique/train/split200-valid,963523,how to get mythral shards on kingdom hearts 2,how to gte mythral shards on kingdom hearts 2,Misspelling,NeighbCharSwap
antique/train/split200-valid,1188438,why is there a fence runiing on the sides of the freeway in the middle of the desert up and over rough terrain,why is there a fence runiing on the sides of the freeway in the middle of the desert up and over roguh terrain,Misspelling,NeighbCharSwap
antique/train/split200-valid,2418824,why do space shuttles move when the rockets are fired but not when water is ejected,why do space shuttles move when the rockets are fired but not when water is ejectde,Misspelling,NeighbCharSwap
antique/train/split200-valid,3626847,what can check engine light signify in my 94 plymoth voyager,what can check egnine light signify in my 94 plymoth voyager,Misspelling,NeighbCharSwap
antique/train/split200-valid,3885753,why are dead cockroaches always found lying on their backs instead of face down,why are dead cockroaches always found lying on their bcaks instead of face down,Misspelling,NeighbCharSwap
antique/train/split200-valid,2048278,what is the ph of a 0 4 m solution of ch3coona,what is the ph of a 0 4 m solution of ch3conoa,Misspelling,NeighbCharSwap
antique/train/split200-valid,114758,why does christianity teach,why does christianity etach,Misspelling,NeighbCharSwap
antique/train/split200-valid,1295284,how can we solve a problem,how can we sovle a problem,Misspelling,NeighbCharSwap
antique/train/split200-valid,3958214,how is light energy turned into heat energy,how is light eenrgy turned into heat eenrgy,Misspelling,NeighbCharSwap
antique/train/split200-valid,2180502,how honest are you,how ohnest are you,Misspelling,NeighbCharSwap
antique/train/split200-valid,2522067,why are liberals incapable of identifying and confronting evil,why are liberals incapable of identifying and confronting eivl,Misspelling,NeighbCharSwap
antique/train/split200-valid,1536937,why is there chinese chartacters but then you can spell them out in english i e wei ni how ma vs the,why is there chinese chartacters but then you can spell them out in english i e ewi ni how ma vs the,Misspelling,NeighbCharSwap
antique/train/split200-valid,2534994,what is the meaning of my first name andrei,what is the meaning of my first anme andrei,Misspelling,NeighbCharSwap
antique/train/split200-valid,2543919,what is the easiest way to make chocolate mousse,what is the easiest way to mkae chocolate mousse,Misspelling,NeighbCharSwap
antique/train/split200-valid,1037897,why doesn t salt lake city have its own sub category,why doesn t salt lake city have its own sub caetgory,Misspelling,NeighbCharSwap
antique/train/split200-valid,220575,how do you use lube,how do you sue lube,Misspelling,NeighbCharSwap
antique/train/split200-valid,1727343,why do people have two nostrils,why do peolpe have two nostrils,Misspelling,NeighbCharSwap
antique/train/split200-valid,1583099,why u s is trying 2 help israel so what about palastene israel has more weapons than palastene,why u s is tryign 2 help israel so what about palastene israel has more weapons than palastene,Misspelling,NeighbCharSwap
antique/train/split200-valid,344029,what does bmr stand for when you are talking about health and what is bmr,what does bmr stand for when you are talking about healht and what is bmr,Misspelling,NeighbCharSwap
antique/train/split200-valid,4450252,what are the causes of college dropouts,what are the causes of college dropuots,Misspelling,NeighbCharSwap
antique/train/split200-valid,1607924,how does the earth go,how does the erath go,Misspelling,NeighbCharSwap
antique/train/split200-valid,2035638,why can t u wear white shoes on labour day,why can t u wear white shoes on labour dya,Misspelling,NeighbCharSwap
antique/train/split200-valid,2155390,can i feed my red eared slider steak,can i efed my red eared slider steak,Misspelling,NeighbCharSwap
antique/train/split200-valid,2678635,why do husky s have coloful eyes then other dogs,why do husky s have coloful eyes then other dgos,Misspelling,NeighbCharSwap
antique/train/split200-valid,3159749,what is the difference between organic and inorganic eggs,what is the differecne between organic and inorganic eggs,Misspelling,NeighbCharSwap
antique/train/split200-valid,3104841,how do you take care of hamster gigy pig,how do you take care of hamsetr gigy pig,Misspelling,NeighbCharSwap
antique/train/split200-valid,2700836,how do you wire an 800 watt inverter,how do you wire an 800 wtat inverter,Misspelling,NeighbCharSwap
antique/train/split200-valid,2137263,what is an encronologist,what is an encronolgoist,Misspelling,NeighbCharSwap
antique/train/split200-valid,2678484,what is the mean of bibliography,what is the mena of bibliography,Misspelling,NeighbCharSwap
antique/train/split200-valid,2620488,why do they say dont keep eggs in the fridge if there is a special compartment in most fridges for eggs,why do they say dont keep eggs in the frideg if there is a special compartment in most fridegs for eggs,Misspelling,NeighbCharSwap
antique/train/split200-valid,1582044,how do tarot cards work,how do atrot cards work,Misspelling,NeighbCharSwap
antique/train/split200-valid,1514356,why am i so sleepy even though i had a goodnights sleep,why am i so slepey even though i had a goodnights sleep,Misspelling,NeighbCharSwap
antique/train/split200-valid,3961,how to stop rabbit from peeing on the floor,how to stop rabibt from peeing on the floor,Misspelling,NeighbCharSwap
antique/train/split200-valid,4400543,why do some animals always have more than one baby some animals don t,why do some animals awlays have more than one baby some animals don t,Misspelling,NeighbCharSwap
antique/train/split200-valid,3178012,why do we find bricks in toilets,why do we find bricks in toielts,Misspelling,NeighbCharSwap
antique/train/split200-valid,1978816,if god talked to moses why didn t god explain to moses about evolution why all the day 5 day 6 lies,if god talked to omses why didn t god explain to omses about evolution why all the day 5 day 6 lies,Misspelling,NeighbCharSwap
antique/train/split200-valid,2306533,how can i get water out of my ear,how can i get water out of my era,Misspelling,NeighbCharSwap
antique/train/split200-valid,17665,how do i get rid of a bird s nest my kichen window,how do i get ird of a bird s nest my kichen window,Misspelling,NeighbCharSwap
antique/train/split200-valid,3374970,what is the correct form i wear glasses or i am wearing glasses and why,what is the correct form i waer glasses or i am waering glasses and why,Misspelling,NeighbCharSwap
antique/train/split200-valid,363519,how do you install a oil breather on a 1994 ford tempo,how do you install a oil breather on a 9194 ford tempo,Misspelling,NeighbCharSwap
antique/train/split200-valid,1471877,why metals prices are getting all time high,why metals prices are getting all time hgih,Misspelling,NeighbCharSwap
antique/train/split200-valid,2571912,if a coin is tossed twice what is the probability of getting heads both times,if a coin is tossed twice what is the probabiilty of getting heads both times,Misspelling,NeighbCharSwap
antique/train/split200-valid,2901754,how are fico scores calculated,how are fico scores claculated,Misspelling,NeighbCharSwap
antique/train/split200-valid,986260,what is currently the meaning of life,what is ucrrently the meaning of life,Misspelling,NeighbCharSwap
antique/train/split200-valid,961127,why do we put up with the heresies of science,why do we put up with the heresies of sciecne,Misspelling,NeighbCharSwap
antique/train/split200-valid,126182,how can i find out if i have a warrant without paying a fee,how can i find out if i have a warrant without paying a fee,Misspelling,NeighbCharSwap
antique/train/split200-valid,3608433,how fast is the chicago transit authority train,how fast is the chicago transit authority trani,Misspelling,NeighbCharSwap
antique/train/split200-valid,1289770,what is the definition of answer,what is the edfinition of answer,Misspelling,NeighbCharSwap
antique/train/split200-valid,1607303,how does a single parent with four teenagers get rich,how does a single parent with fuor teenagers get rich,Misspelling,NeighbCharSwap
antique/train/split200-valid,4387641,how do i keep my cat from scratching my leather couch,how do i keep my cat from scratching my leather ocuch,Misspelling,NeighbCharSwap
antique/train/split200-valid,2492366,what is so bad about the seal hunt,what is so bad about the esal hunt,Misspelling,NeighbCharSwap
antique/train/split200-valid,1647624,why do american s say eggsit,why do maerican s say eggsit,Misspelling,NeighbCharSwap
antique/train/split200-valid,727663,why do pigs wallow in mud,why do pgis wallow in mud,Misspelling,NeighbCharSwap
antique/train/split200-valid,3272207,how to make pineapple upsidedown cake germain chocolate cake,how to make pineapple upsidedown cake egrmain chocolate cake,Misspelling,NeighbCharSwap
antique/train/split200-valid,2113006,when you go to buy a watch why do all the watches clocks set to show 10 10,when you go to buy a watch why do all the watches clocks est to show 10 10,Misspelling,NeighbCharSwap
antique/train/split200-valid,3470651,how do i get rid of static shock electricity,how do i get rid of static hsock electricity,Misspelling,NeighbCharSwap
antique/train/split200-valid,1251077,what is the term take hight road mean,what is the term take hight orad mean,Misspelling,NeighbCharSwap
antique/train/split200-valid,3652886,why isn t there a tool to suck up phlegm in your throat,why isn t there a tool to suck up phlemg in your throat,Misspelling,NeighbCharSwap
antique/train/split200-valid,3152714,i m a black women and don t like hair under arms or private area but always get razor bumps how can i prevent,i m a black women and don t like hair under arms or privtae area but always get razor bumps how can i prevent,Misspelling,NeighbCharSwap
antique/train/split200-valid,1051346,why is it when people cross the street they do not look to see if traffic is coming,why is it when people cross the street they do not look to see if traffci is coming,Misspelling,NeighbCharSwap
antique/train/split200-valid,4032777,why do american people put there animals on such a pedestal,why do american pepole put there animals on such a pedestal,Misspelling,NeighbCharSwap
antique/train/split200-valid,4262151,how should a pregnant woman deal with morning sickness,how should a pregnant woman deal with morning sicknses,Misspelling,NeighbCharSwap
antique/train/split200-valid,3211282,i dont have any friands on yahoo how do i get some,i dont have any friands on yahoo how do i get some,Misspelling,NeighbCharSwap
antique/train/split200-valid,4165672,how do we get up early in the morning without alarm,how do we get up aerly in the morning without alarm,Misspelling,NeighbCharSwap
antique/train/split200-valid,993601,why were black women abused sexually after the abolition of slavery in the us in 1865,why were black women abused sexually after the abolition of slavery in the us in 1685,Misspelling,NeighbCharSwap
antique/train/split200-valid,4069320,athiests how did you find the light,athiests how did you ifnd the light,Misspelling,NeighbCharSwap
antique/train/split200-valid,2897078,how to get rid of stript throat,how to get rid of stirpt throat,Misspelling,NeighbCharSwap
antique/train/split200-valid,1034050,why does the earth keep getting hotter and hotter every year,why does the earth keep getting hotter and hotter evrey year,Misspelling,NeighbCharSwap
antique/train/split200-valid,2573745,how did african american women get the right to vote,how did african american women get the right to voet,Misspelling,NeighbCharSwap
antique/train/split200-valid,1907320,how do i get college money,how do i get zollege money,Misspelling,RandomCharSub
antique/train/split200-valid,3884772,how about a bumper sticker thats says,how about a bumper iticker thats says,Misspelling,RandomCharSub
antique/train/split200-valid,348777,why would a child s psychologist recommend hospitalization to develop social skills,why would a child s psychologist recommend hospitalization to devjlop social skills,Misspelling,RandomCharSub
antique/train/split200-valid,397709,how and what court should i take a driver who damaged my liability insurance car,how and what court should i take a driver who damaged my liability insurance cgr,Misspelling,RandomCharSub
antique/train/split200-valid,1398838,what does crunching numbers mean,what does crunching numbers iean,Misspelling,RandomCharSub
antique/train/split200-valid,1184520,why be an a theist,why be an a txeist,Misspelling,RandomCharSub
antique/train/split200-valid,2689609,why do people ignore global issues,why do people ignore global issues,Misspelling,RandomCharSub
antique/train/split200-valid,2466898,how do i install led s into my car,how do i install lej s into my car,Misspelling,RandomCharSub
antique/train/split200-valid,2439070,why we get irritate,why we vet irritate,Misspelling,RandomCharSub
antique/train/split200-valid,3083719,how do you safely wean a person off risperidal,how do you safely wean a phrson off risperidal,Misspelling,RandomCharSub
antique/train/split200-valid,2891885,why does everone want a horse,why does everone want a hojse,Misspelling,RandomCharSub
antique/train/split200-valid,3752394,why haven t muslims protested the terrorism by radical islam like they did the cartoon jihad,why haven t muslims protested the terrorism by ramical islam like they did the cartoon jihad,Misspelling,RandomCharSub
antique/train/split200-valid,1485589,how sun rises,how sun rwses,Misspelling,RandomCharSub
antique/train/split200-valid,844617,how are dna and rna similar,how are dna and rnj similar,Misspelling,RandomCharSub
antique/train/split200-valid,4042061,why do parakeets bounce up and down,why do parakeets vounce up and down,Misspelling,RandomCharSub
antique/train/split200-valid,1158088,why my neighbor s dog doesn t bark,why my neigbbor s dog doesn t bark,Misspelling,RandomCharSub
antique/train/split200-valid,546552,if jimmy hoffa is found on the farm how will it change american culture,if jimsy hoffa is found on the farm how will it change american culture,Misspelling,RandomCharSub
antique/train/split200-valid,1107012,what does north by north west mean,what does north by north pest mean,Misspelling,RandomCharSub
antique/train/split200-valid,2008456,what can i do when my ignition key won t turn,what can i do when my ignition key won t turn,Misspelling,RandomCharSub
antique/train/split200-valid,4031702,how to spice up our lovemaking,how to lpice up our lovemaking,Misspelling,RandomCharSub
antique/train/split200-valid,4217473,how do i remove the nude patch v1 0 0 1022 from the sims 2 game,how do i remove the nude patch v1 0 0 1022 from the sims 2 iame,Misspelling,RandomCharSub
antique/train/split200-valid,406082,how do people build mussels on there biceps,how do people build mussels on there bicepr,Misspelling,RandomCharSub
antique/train/split200-valid,1321784,how do blackberry s recognize that they are in their holster,how do blackberry s reoognize that they are in their holster,Misspelling,RandomCharSub
antique/train/split200-valid,1708787,how to loose wait without exercise,how to loose wait without exjrcise,Misspelling,RandomCharSub
